text,toxic
naksaliyo ko or jo jnu me nare laga rahe hai unhe bhi goliyo se bhoon do ..inke itne tukade karne sale pehchanne me bhi nahi aaye,0
BOLO VANDE MATARAM - BHAARAT MAATA KI JAI ! ! . .,0
#Nitin Chopra moo tu nain asay khola hai jesay gadhe ka pichwari me leya howa hai,1
jo sabab e maraz hai osi ko dwa tajweez kia ja raha hai,1
Jo taali bajaa rahe hai usko acha samajh mein aaya somg,0
"प्रधानमंत्री नरेंद्र मोदी अब इंस्टाग्राम पर भी, म्यांमार से भेजी तस्वीर - http://t.co/iIfPB8D05T http://t.co/ZZGJ25ieFu",0
पता नहीं लोग एक दम टिप्पणी कर देते हैं।पहले भी पांच बार ही ऐलाउ था।अब कौन सा पहाड़ टूट गया।महीने में चार बार में दो लाख निकाल सकते हो।पहले भी एटीएम यूज करने के सालाना चार्जेज़ थे।अब भी हैं।,1
chutiye ho kya. opinion polls ka evm se koi lena dena nhi hota.,1
You na janglo se aadiwasio ko kahi or basaya jaye  Kyuki naksali or aatanki wahi ke local log hote hai  Kyuki kisi bahar wale ki okat nahi ki wo bina madad jawano per hamla kare,0
आज रात 7:30 बजे @NaghmaNDTV के साथ देखिये International Agenda :  ख़तरे में हैं इराक़ और चीन के अल्पसंख्यक,0
Jansatta media ka dalll ha?,1
"अनामत है तब तक दलित है,अनामत नही रहेंगी तो फिर कौन दलित और कौन उचीं जाति का?",0
Mithun aukaat me baat kr brna ma ko hospital le jana padega,1
Make Khambha Noch Rahe ho Burbak..😀😀😀😀😀,1
अबे  मौलाना क्या तुम जब नये मक़ान में जाते हो तो क्या रामायण का पाठ करवाते जो हिन्दू गृह - प्रवेश पर अज़ान करवाएं... 😡😡,1
"india,s - best {AstroLoger} whatsapp no.+91-8570046036har समस्या का समाधान -no-fees no charge - स्पेसलिस्ट: किया-कराया, प्रेम-विवाह, सौतन दुख, , दुश्मन से छुटकारा, वशीकरण,,विवाहमें रुकावट,, पति-पत्नी meअनबन,प्रेम संबंधी,मनचाहा प्यार प्रेमविवाह,रूठेप्रेमी को मनaना,शादी के लिए माता पिताको मनaना प्रेमी वशीकरण,प्रेमिकावशीकरणSpecialist RelationshipProblem Solution,Tantra = Mantra=SpeciaListAllProbLum SolutioN ((-SpeciaList-)-(-VashiKaraN-)-(+)-(91)-8570046036.",0
Muhammad Aamir jab tum musalman Hinduo ko Marte ho tab to bade khush hote ho tab kha Jati h tumhari ye so called vichar Dhara ... Shuruwat tum Karo or jab hum Kare to hum atankwadi...  Sabko pata h Kon atankwadi h Kon nhe..  Kis k ghr m se atankwadi niklte h Sbko pata h...  Isiliye atankwad p to tum Chup rhao to Acha h...,1
"Sir ravis ji ka naam liya apne,, plz explain kr skte hai kis sandrb me kh rhe hai aap,.",0
"घंटी क्या बजाओगे तुम ,,तुमारी घण्टी खुद बजा रहे है पाकिस्तान वाले केवल तुम हल्ला करो बयान दो बस और इसी तरह रोज भारत माता के लाल को श्रद्धांजलि दो,,शर्म करो या तो कश्मीर पाकिस्तान को दे दो या तुम दोगले राजनेता चुप रहो सबकुछ सेना के हवाले करो ,,मेरे जवान एक महिने मे पुराने नक्सलवाद पुरा काश्मीर से आतंकवाद वाद और सेना पे हमला हमेशा के लिए बन्द हो जाऐगा,केवल एक बार  आदेश करो,,",1
"Part time job करके Rs.10,000 - 30,000 हर महीने कमाना चाहते है तो .......आइये DIGITAL INDIA से जुड़िये......Zero investment.... JOIN होने के लिए आप  1⃣ अपने फ़ोन के play store में champcash लिखो और उस app को अपने मोबाइल में install कर लो ! 2⃣ अब app पर click करो और sign up पर click करके अपनी डिटेल्स भर दो. 3⃣ Refer id of sponsor पूछेगा वहाँ पर 12935304 डाल दो  इस Ig'D (12935304) को खाली पेपर पर लिख लें आगे जरूरत पङेगी  4⃣ complete challenge और अपनी id activate करके business से जुड़ जाओ।",0
शहीद जवानों के पार्थिव शरीर से पाकिस्‍तान ने की बर्बरता- भारतीय सेना  पाकिस्तान ने आज एक बार फिर घिनौना बर्ताव करते हुए हमारे शहीद जवानों के शरीर को क्षत विक्षत किया है. आज सुबह सीज फायर का उल्लंघन करते हुए सीमा पार से पाक ने फायरिंग की थी. इसमें हमारे 2 जवान शहीद हो गए.  सैनिकों की शहादत को श्रद्धांजलि।।।   किन्तु कब तक???? केन्द्र सरकार का ध्यान सिर्फ 2019 के चुनावों पर केन्द्रित है।  राष्ट्रीय सुरक्षा अब पुरी तरह से खतरे में पड़ गयी है    Nitish Mishra,1
आईपीएल : पंजाब ने गुजरात को 26 रनों से हराया https://goo.gl/C2Wypp,0
Itna mehnat mat kr rehne de ....kaha na tujhe dikhkr v nahi dikhega,0
"Naman Aneja, Vinit Sharma mzee aa jynge",0
Khali petrol one rupees badhuxxi one rupees kamuchhi ha ha ha,0
Sir abb time aa gaya ha inko inki he bhasa may jawab dene ka chaye vo kashir ho ya fir nagalad,0
Sirf do k sab k saatg aisa hi ho ga,1
fake news aaj se teen saal phale dek leya tha ye video,1
Madharchod ek maa ki aulad ho to samnese baar karo...  Phir dekho saalon suar ki auladon tum logon ki maa behen chod denge...,1
Bhej do chudia ...laxmibai kaha gayi 56 inch ki juban,1
कुछ नहीं होगा इन नाकारा निकम्मो भारतीय जनता पार्टी बालों से सब जुमलेबाज में हैं,1
Bhai ab vha bathroom Hai nhi...Tatti country hi n rhega😂,1
बड़े पैमाने पर हमारे प्रधानमंत्री द्वारा लिए गए निर्णय। यह वास्तव में बहुत अच्छा है ....! भारत आगामी वर्षों मै मजबूत अर्थव्यवस्था के साथ विश्व मै झण्डे ग|रेग|                          God bless #modi .............................................. Great !!!!>>>भारत<<<!!!!,0
